sicaklik,mq7,mq135,toz
18.504,0.010960000000000001,0.27998,1.0059
5.838,0.01075,0.36119999999999997,0.64166
31.833,0.00977,0.26935,0.845
23.14,0.0023,0.63536,0.6080599999999999
13.632,0.01085,0.38997,0.42166
15.159,0.0034699999999999996,0.30633,0.6248400000000001
36.729,0.00734,0.20302,1.5537999999999998
37.891,0.00771,0.34533,1.15632
24.092,0.01014,0.40936,1.21828
11.49,0.01081,0.28119,0.32927999999999996
27.913,0.009729999999999999,0.23356000000000002,0.96938
18.665,0.0048,0.39812,0.8895399999999999
14.584,0.00967,0.30698000000000003,1.14454
27.299,0.00615,0.49826,0.52294
34.481,0.011240000000000002,0.25969000000000003,0.7763
8.423,0.009439999999999999,0.11599999999999999,0.85586
7.884,0.006,0.5221800000000001,0.05598
36.193,0.00997,0.13754,1.27104
14.656,0.01069,0.35136,0.53328
11.743,0.005889999999999999,0.60763,0.99386
12.79,0.00781,0.37332,0.44439999999999996
12.955,0.006670000000000001,0.37295,1.02422
32.209,0.00818,0.19646999999999998,0.3677
20.478,0.00436,0.46212000000000003,0.62188
14.901,0.00884,0.23382999999999998,0.7601
31.289,0.011699999999999999,0.29837,1.13908
22.738,0.0116,0.2125,1.13844
19.498,0.01283,0.26963000000000004,1.09302
25.706,0.00621,0.42622,0.98724
31.469,0.0109,0.20501999999999998,0.7339
11.524,0.00528,0.27264,0.66146
30.286,0.0057399999999999994,0.36213999999999996,0.5408
13.762,0.00755,0.43933,0.6228
5.175,0.0066,0.4708,1.2112
36.287,0.00597,0.298,0.86694
34.857,0.00384,0.43378,0.18318
27.052,0.00712,0.27669,0.49164
11.774,0.00603,0.28523,1.21536
31.041,0.00656,0.25565,0.45043999999999995
11.439,0.0072699999999999996,0.34009999999999996,0.45638
30.752,0.0076300000000000005,0.23065000000000002,0.6982200000000001
13.661,0.00233,0.39407,0.55364
25.63,0.0067800000000000004,0.50209,1.1233199999999999
35.366,0.00223,0.17424,0.49219999999999997
31.779,0.00845,0.17992999999999998,1.5637200000000002
24.324,0.00865,0.18018,0.23362
20.197,0.00526,0.58445,0.50968
11.177,0.009479999999999999,0.27078,1.1989
30.605,0.00985,0.18262,0.53058
24.089,0.00908,0.22621,0.71124
22.676,0.01242,0.1912,1.47748
32.228,0.010920000000000001,0.08327,1.03384
5.06,0.00923,0.60375,0.41508
28.228,0.006790000000000001,0.38587000000000005,1.5306
28.686,0.01157,0.28292,0.66656
8.942,0.0070999999999999995,0.49012999999999995,0.65054
19.859,0.01027,0.31647,1.1491
14.847,0.0064,0.30411,1.10448
28.252,0.00743,0.3663,1.09468
25.987,0.00865,0.25817,1.2142
14.528,0.00442,0.44652000000000003,1.24926
31.494,0.00755,0.25952000000000003,0.8806999999999999
20.146,0.0051600000000000005,0.41918,0.95744
24.958,0.00625,0.50438,0.73378
7.049,0.00722,0.29563,0.52746
27.463,0.009250000000000001,0.55764,0.00438
23.919,0.00968,0.38732,1.15612
15.396,0.00971,0.6409900000000001,0.5171600000000001
17.032,0.00426,0.54809,0.64362
6.228,0.00976,0.33106,0.9555
33.885,0.01367,0.07107999999999999,0.4385
25.301,0.00897,0.16895,1.1619599999999999
30.385,0.0097,0.32217,1.12876
16.477,0.00734,0.27925,1.0343
13.435,0.00751,0.21832000000000001,0.81512
32.176,0.01056,0.47436,0.88036
33.29,0.00775,0.27687,0.7851600000000001
9.45,0.00757,0.16452999999999998,0.9206
34.539,0.01248,0.23907,0.65964
31.841,0.00452,0.21763000000000002,0.91608
27.732,0.00755,0.29957,0.7065600000000001
19.683,0.00598,0.33346,1.6735200000000001
36.859,0.00852,0.48832000000000003,0.8016200000000001
22.646,0.01131,0.30754000000000004,0.9129600000000001
30.073,0.007189999999999999,0.50629,0.86414
28.571,0.00831,0.58253,0.41509999999999997
29.834,0.005370000000000001,0.39932,0.7186199999999999
15.349,0.009439999999999999,0.21983,1.34762
17.854,0.01034,0.20479,0.82958
16.909,0.00788,0.38155,0.96674
16.298,0.012929999999999999,0.47340000000000004,0.6759000000000001
19.288,0.00609,0.13502,0.97102
8.441,0.01034,0.20389,0.66116
10.074,0.00788,0.099,0.47253999999999996
16.82,0.011359999999999999,0.33262,0.78684
11.806,0.005560000000000001,0.5092099999999999,0.79078
26.346,0.01163,0.24667000000000003,0.1902
26.588,0.011240000000000002,0.35253,0.7782800000000001
34.315,0.0054600000000000004,0.19533,1.13914
28.134,0.01019,0.01252,0.57178
14.668,0.00065,0.35768,0.85218
24.042,0.010709999999999999,0.28794000000000003,0.21902000000000002
32.179,0.0051,0.25235,0.8329000000000001
6.048,0.00875,0.50515,0.44634
13.787,0.00413,0.25153,0.9949800000000001
36.977,0.0072499999999999995,0.37392000000000003,1.27988
16.481,0.0066500000000000005,0.39244,0.8846200000000001
26.9,0.00834,0.40643,0.57044
16.934,0.011659999999999998,0.14648999999999998,0.7299
7.386,0.0085,0.44882,1.03216
20.527,0.00117,0.4972,0.42002
26.748,0.0104,0.31135,0.08132
32.786,0.01643,0.38339,1.92024
21.713,0.00982,0.21566,0.44258000000000003
15.49,0.010320000000000001,0.39293,0.90598
33.885,0.008020000000000001,0.24765,0.7406999999999999
14.241,0.010780000000000001,0.23417000000000002,0.5342600000000001
30.801,0.00477,0.4508,1.2688599999999999
5.572,0.0072499999999999995,0.39133,0.94966
8.981,0.0059499999999999996,0.23117000000000001,0.87102
37.709,0.00501,0.43729,0.50772
29.252,0.010029999999999999,0.2002,1.07708
30.123,0.011160000000000002,0.38457,0.051239999999999994
5.117,0.00685,0.45792,0.4778
22.43,0.00636,0.33195,1.11506
31.423,0.007850000000000001,0.14431,0.38128
22.602,0.00745,0.47072,0.82128
30.819,0.00647,0.43315,0.8688800000000001
9.352,0.0046,0.43875,0.6519199999999999
34.853,0.008159999999999999,0.25698,0.55334
15.677,0.00856,0.32768,1.20764
30.831,0.00844,0.13564,0.95238
12.461,0.00374,0.1718,0.7093
32.788,0.00985,0.36032,0.0876
26.823,0.011479999999999999,0.38334,0.8683799999999999
8.947,0.00373,0.39952,0.8161799999999999
14.03,0.01039,0.53906,1.21878
26.014,0.010029999999999999,0.20158,0.9916200000000001
9.072,0.00681,0.48089,0.42926000000000003
8.366,0.00632,0.16212,1.3984200000000002
29.717,0.00592,0.45637,0.53258
24.029,0.0047599999999999995,0.14764,0.37836
8.464,0.009260000000000001,0.40423000000000003,0.82966
27.769,0.00746,0.42922,0.6973600000000001
6.724,0.01265,0.19974,0.76888
24.193,0.01081,0.30959,0.8906399999999999
21.233,0.00703,0.40878,0.30686
32.188,0.00718,0.36857,0.9497199999999999
22.47,0.00737,0.39441000000000004,1.3164799999999999
11.74,0.0077,0.30297999999999997,0.66646
11.197,0.00977,0.35772,1.11774
36.028,0.00777,0.26916,0.86478
6.43,0.00976,0.04891,0.65962
21.73,0.00385,0.2644,0.89914
5.376,0.00818,0.48607,0.7853
26.107,0.009210000000000001,0.22786,0.37524
24.279,0.004079999999999999,0.26946000000000003,0.51864
24.745,0.00672,0.24786999999999998,0.92848
17.821,0.00876,0.27212,0.4567
11.283,0.0039700000000000004,0.58111,0.76086
33.661,0.011890000000000001,0.48466000000000004,0.9552200000000001
30.36,0.00644,0.29538,0.98634
10.329,0.010780000000000001,0.28526,0.44420000000000004
29.64,0.0054600000000000004,0.297,1.51302
10.119,0.01393,0.22408999999999998,0.6666200000000001
34.021,0.00625,0.20173,0.76732
17.592,0.010629999999999999,0.32185,1.02116
12.824,0.00602,0.51362,0.58202
5.229,0.00542,0.33025,0.85402
25.624,0.01224,0.35237999999999997,0.86288
24.451,0.0124,0.51659,1.14828
11.909,0.00945,0.27819,0.68364
14.939,0.00878,0.27693999999999996,0.75248
26.699,0.00825,0.17317,0.8812399999999999
11.303,0.00793,0.58377,0.6413599999999999
10.603,0.006540000000000001,0.05748,0.80538
32.68,0.0045000000000000005,0.47098,0.5380400000000001
24.303,0.00753,0.11788,1.05134
28.428,0.01113,0.20108,0.22754000000000002
28.941,0.0035399999999999997,0.21265,0.58546
20.28,0.01106,0.1532,0.52144
29.851,0.00664,0.2127,0.5181600000000001
37.694,0.00664,0.14805,1.33412
16.451,0.01035,0.33177,0.43258
8.73,0.00955,0.51113,1.25974
11.664,0.00741,0.21277000000000001,0.7671800000000001
23.631,0.0089,0.51073,0.36200000000000004
20.967,0.00746,0.4447,0.8114
13.877,0.00803,0.35287,0.61086
21.036,0.00534,0.27977,1.6804
22.127,0.012430000000000002,0.1709,1.12894
18.696,0.012150000000000001,0.48552,0.69574
36.606,0.00441,0.28503,1.24594
15.583,0.006710000000000001,0.18257,0.35375999999999996
22.125,0.00383,0.71926,0.9994799999999999
32.277,0.013040000000000001,0.26890000000000003,0.43576
19.135,0.00571,0.52479,1.3983400000000001
19.835,0.00995,0.6582399999999999,0.93266
31.363,0.00469,0.21667000000000003,0.46094
22.315,0.00875,0.21663,0.33964
18.294,0.00935,0.1603,0.89022
37.441,0.00788,0.32319000000000003,0.39572
30.295,0.00985,0.29978,0.8658199999999999
22.328,0.01045,0.37235999999999997,1.24714
26.806,0.00569,0.28092,0.3428
33.846,0.00771,0.4625,0.72744
13.596,0.00864,0.41598999999999997,0.82244
27.29,0.009260000000000001,0.37270000000000003,1.73008
20.82,0.00887,0.53473,1.05966
13.877,0.0030499999999999998,0.67147,1.49572
9.153,0.00388,0.363,0.23135999999999998
16.659,0.00997,0.33193,0.8060200000000001
29.257,0.00674,0.38762,0.9737399999999999
13.532,0.00497,0.32559,1.15206
19.884,0.00376,0.46533,0.23034
31.882,0.00863,0.2922,1.29524
6.524,0.01311,0.27385000000000004,0.33108
12.017,0.00901,0.48289000000000004,0.68038
33.109,0.0045000000000000005,0.42194000000000004,0.4014
28.192,0.01184,0.27055,1.67602
24.77,0.00685,0.53622,0.8852599999999999
10.261,0.00823,0.38978,1.1191200000000001
26.934,0.00942,0.28014,1.23714
17.892,0.00705,0.1867,0.6783
21.46,0.0074199999999999995,0.39646000000000003,0.37712
29.839,0.00769,0.32574,1.015
17.197,0.00111,0.018189999999999998,0.885
5.156,0.00861,0.23469,1.7524799999999998
13.848,0.00838,0.22335000000000002,0.51652
34.49,0.0064,0.37462,0.1369
20.777,0.008060000000000001,0.47418999999999994,1.1611799999999999
36.186,0.00955,0.45577,0.67012
8.57,0.0078000000000000005,0.3403,0.9287000000000001
37.17,0.00845,0.3776,0.89414
13.526,0.00565,0.31446999999999997,0.82308
18.79,0.00643,0.57087,0.22392
8.474,0.00622,0.44045,0.8665
16.883,0.007940000000000001,0.26611,0.95864
23.654,0.006939999999999999,0.2883,0.6249199999999999
25.997,0.00596,0.25233,0.78826
35.021,0.01018,0.29837,1.1331
23.108,0.00528,0.40007,0.54298
12.02,0.00618,0.51559,0.6783199999999999
22.833,0.00876,0.09759000000000001,0.20321999999999998
27.366,0.01061,0.34311,0.5260199999999999
21.345,0.00437,0.23759,0.36698000000000003
11.87,0.010320000000000001,0.1747,1.19544
32.762,0.009649999999999999,0.19347,1.0758
20.94,0.0072499999999999995,0.46989,0.99518
5.408,0.00819,0.32143,0.61484
34.039,0.01095,0.15837,1.1759
27.347,0.010069999999999999,0.25745,0.60876
16.356,0.01085,0.14366,0.32726
30.366,0.00823,0.29262,0.56434
9.312,0.010129999999999998,0.12469,0.63132
5.715,0.00733,0.33417,1.1017400000000002
13.58,0.00376,0.04424,0.83808
35.612,0.00852,0.04226,0.8530599999999999
36.303,0.00601,0.5279699999999999,1.07748
13.799,0.01257,0.25776,0.7700400000000001
16.574,0.00753,0.32693,0.99678
18.703,0.00383,0.35215,0.46244
15.412,0.00601,0.30887,0.5418999999999999
11.73,0.010549999999999999,0.23149999999999998,0.3308
31.295,0.007980000000000001,0.14682,0.8666800000000001
31.306,0.00827,0.37883,0.5058
7.629,0.010009999999999998,0.36171,0.6286999999999999
13.942,0.00628,0.26299,0.74668
32.465,0.008239999999999999,0.30567,0.79782
10.353,0.00762,0.30929,0.36090000000000005
23.668,0.00863,0.33692999999999995,0.72536
19.711,0.00754,0.25237,0.85426
21.051,0.00734,0.19319,1.0417
23.521,0.008329999999999999,0.0785,0.25806
22.177,0.00927,0.35731999999999997,0.2109
13.981,0.010709999999999999,0.28998,0.28904
31.392,0.00625,0.37738999999999995,0.8781
26.664,0.01089,0.27455999999999997,0.7644199999999999
14.79,0.00807,0.55322,1.33162
18.5,0.00334,0.08,0.93336
15.552,0.01228,0.32929,0.9175
30.935,0.006500000000000001,0.21919,0.7484000000000001
18.289,0.00859,0.30614,1.11498
9.653,0.0054600000000000004,0.4211,1.13258
30.502,0.00713,0.60561,0.9033199999999999
25.843,0.006059999999999999,0.31705,0.1609
28.68,0.01111,0.37773,0.9913
11.672,0.00575,0.19171,1.01736
8.5,0.00882,0.19164,0.7316800000000001
29.47,0.00021,0.25456,0.71804
9.062,0.01061,0.32101999999999997,0.40146
13.09,0.00843,0.47151000000000004,0.7360800000000001
26.248,0.00534,0.32822,0.88432
13.754,0.00752,0.17989,1.3868
20.934,0.00865,0.2169,0.9756999999999999
24.275,0.00709,0.52671,1.1394199999999999
16.399,0.00447,0.41698999999999997,0.5139
24.396,0.00955,0.52753,0.73854
37.581,0.011810000000000001,0.32886000000000004,0.94682
8.027,0.00882,0.47118000000000004,1.62558
23.039,0.009479999999999999,0.27723,0.95994
22.38,0.00821,0.11764,0.96486
31.724,0.0083,0.24247,0.44156
30.261,0.013540000000000002,0.49790999999999996,1.0684
27.336,0.01302,0.24568,0.67124
28.791,0.0106,0.40268,0.77716
15.566,0.00756,0.18084,0.7377800000000001
31.822,0.0069299999999999995,0.25284,0.9283199999999999
23.025,0.00864,0.23612,1.24638
27.982,0.00597,0.36857999999999996,1.03678
8.859,0.00775,0.29143,0.85962
21.874,0.00834,0.20321,0.67246
23.3,0.00909,0.35107999999999995,0.93218
20.432,0.005430000000000001,0.25828,0.68914
16.062,0.00739,0.07327,0.5209
26.009,0.009439999999999999,0.38216,1.14628
16.837,0.00604,0.17308,0.55548
13.421,0.01172,0.25155,1.0269199999999998
30.404,0.00878,0.40932,1.08444
30.243,0.00849,0.5262100000000001,1.21846
16.407,0.009729999999999999,0.33424,1.76718
16.161,0.010369999999999999,0.24955,0.27654
9.983,0.0063,0.29275,0.8532599999999999
16.573,0.0084,0.29033000000000003,0.82184
16.812,0.01035,0.11292999999999999,1.03874
14.082,0.00861,0.14702,1.2928
35.68,0.0069,0.39966,0.82014
30.288,0.007940000000000001,0.43938000000000005,0.33462000000000003
5.721,0.00628,0.16064,0.87098
33.786,0.010280000000000001,0.33379,1.67144
6.0,0.00628,0.38167,1.3928
18.251,0.00741,0.5676599999999999,0.66444
32.604,0.008159999999999999,0.37607999999999997,1.2776
12.365,0.01194,0.17431999999999997,0.3264
23.095,0.009519999999999999,0.51932,0.79586
17.674,0.0028100000000000004,0.46391,0.78062
8.436,0.00887,0.6923699999999999,0.90054
23.205,0.00891,0.49662999999999996,1.08054
8.108,0.00724,0.47639000000000004,0.45356
9.947,0.01328,0.62622,0.72822
8.359,0.0066,0.36318,0.55214
11.385,0.00497,0.24872,0.8443200000000001
9.818,0.00584,0.44016,1.1779000000000002
28.786,0.0055000000000000005,0.012809999999999998,1.2174
12.635,0.00655,0.46932,0.59834
29.129,0.00758,0.15967,0.71552
9.723,0.01111,0.22625,0.44049999999999995
23.457,0.00672,0.28162,1.19018
14.331,0.008369999999999999,0.37201,0.89618
24.414,0.00703,0.3674,0.79092
9.845,0.008110000000000001,0.50519,0.65476
8.876,0.00862,0.34975,0.72174
14.151,0.00674,0.48982,1.35608
16.341,0.00929,0.3063,1.1538599999999999
37.593,0.008060000000000001,0.35595999999999994,1.13658
35.176,0.00641,0.54213,1.2354399999999999
33.195,0.00764,0.55001,1.22936
8.26,0.00814,0.3226,0.6597
32.219,0.0060999999999999995,0.67655,0.44061999999999996
28.478,0.007039999999999999,0.10928,1.28142
10.374,0.00881,0.45006999999999997,1.05988
19.552,0.006919999999999999,0.28674,0.9779000000000001
37.414,0.00483,0.0533,0.97566
20.611,0.00779,0.08707000000000001,0.72274
8.025,0.008060000000000001,0.10019,0.36414
31.948,0.0066500000000000005,0.06249,0.2575
5.882,0.009250000000000001,0.19421,1.2087999999999999
11.92,0.00545,0.30462,1.0118800000000001
34.602,0.01139,0.42918999999999996,0.85194
16.924,0.00836,0.48131999999999997,0.52442
14.949,0.00681,0.7082299999999999,1.0690600000000001
19.084,0.010369999999999999,0.47381999999999996,0.49622
7.791,0.01016,0.3791,0.85626
8.406,0.00871,0.26792,0.79508
24.853,0.00506,0.11736,0.34148
15.806,0.005,0.017410000000000002,0.4817
28.021,0.01072,0.33007,0.7867400000000001
24.218,0.0108,0.41875,0.98098
16.533,0.0045000000000000005,0.21389,1.17112
31.394,0.005370000000000001,0.31268,0.68084
7.026,0.00676,0.23226,1.06444
22.77,0.00609,0.41772,0.39740000000000003
36.737,0.00638,0.22763000000000003,0.86792
15.072,0.00732,0.30095,1.03016
18.545,0.0074,0.12625,0.86652
32.374,0.0070799999999999995,0.25856,1.02868
24.067,0.00804,0.55191,1.1555
33.137,0.01279,0.28282,1.3971600000000002
30.009,0.00311,0.44815,0.83616
20.597,0.005679999999999999,0.52191,0.61488
33.753,0.00613,0.11320000000000001,1.0480200000000002
36.88,0.00526,0.40466,0.86048
31.887,0.006860000000000001,0.32091000000000003,0.42976
30.893,0.00823,0.25934999999999997,1.53898
19.3,0.00414,0.39507,0.78876
5.053,0.007850000000000001,0.248,1.0551000000000001
6.869,0.01205,0.08992000000000001,0.5032
31.568,0.0070799999999999995,0.43326,0.7964199999999999
34.808,0.012230000000000001,0.15996,1.13176
25.681,0.00795,0.5168200000000001,0.80476
17.182,0.0089,0.47906,0.85958
35.551,0.01311,0.28075,0.76044
32.763,0.00775,0.42198,0.53238
28.396,0.01316,0.34631,0.89956
34.099,0.00772,0.36644,0.9403
17.982,0.005639999999999999,0.51184,1.33562
37.06,0.00872,0.13866,1.10008
34.886,0.0070799999999999995,0.07440000000000001,1.3693199999999999
26.863,0.0084,0.45482999999999996,0.807
29.292,0.005600000000000001,0.24907,0.66228
27.611,0.011040000000000001,0.30372,0.91862
30.535,0.00603,0.051879999999999996,1.13092
14.741,0.00768,0.63564,1.00034
10.168,0.006889999999999999,0.22794,0.20354
30.052,0.00995,0.20693999999999999,0.61648
27.602,0.00968,0.26256,0.72304
30.394,0.01205,0.16029,0.23506
28.942,0.00937,0.48861,0.26592
36.129,0.008060000000000001,0.16967,0.7857599999999999
28.087,0.01206,0.26977,1.36612
30.876,0.00868,0.01224,1.07378
34.665,0.00571,0.46271,0.5881000000000001
8.865,0.00826,0.13679,1.1821599999999999
35.606,0.00181,0.44467,0.74536
12.041,0.00879,0.09131,1.03972
19.615,0.00317,0.40552999999999995,0.9361400000000001
10.742,0.01329,0.28931999999999997,1.1201
32.742,0.0076100000000000004,0.14980000000000002,0.7360800000000001
5.19,0.00844,0.31275,0.73624
17.486,0.0068000000000000005,0.30038,0.9911
36.006,0.01093,0.14895,0.9730200000000001
5.457,0.00577,0.55616,0.65228
20.861,0.00835,0.17526,0.72514
23.397,0.00889,0.17375,0.2717
28.823,0.00875,0.36558999999999997,0.80464
27.482,0.00931,0.23547,0.90424
26.447,0.00808,0.2763,0.60284
29.587,0.0079,0.59884,1.3334000000000001
32.213,0.01125,0.12368,1.0963
25.682,0.00775,0.33744,0.6702400000000001
22.878,0.00432,0.42378,0.45549999999999996
36.896,0.00987,0.27355,0.6644
30.642,0.00491,0.38813000000000003,0.64322
30.862,0.01061,0.61655,0.31132000000000004
19.332,0.00929,0.5607099999999999,0.7157399999999999
28.459,0.00526,0.22469,0.80078
28.686,0.01088,0.019119999999999998,0.3804
34.692,0.01322,0.46848999999999996,1.0220399999999998
8.138,0.00938,0.40818,0.6636799999999999
7.943,0.00892,0.33488,0.56358
26.988,0.00905,0.34005,0.88106
29.372,0.0033900000000000002,0.08351000000000001,1.01768
33.07,0.00907,0.18164000000000002,1.17984
5.375,0.00492,0.25723,0.99252
19.681,0.00827,0.43293,0.9268000000000001
37.364,0.0053100000000000005,0.29924,0.84116
7.16,0.00532,0.3208,0.48484
23.064,0.0070999999999999995,0.21521,1.6290799999999999
29.159,0.01016,0.67899,0.25546
37.914,0.00743,0.32077,0.9429000000000001
23.385,0.00871,0.29217,0.90712
28.737,0.00532,0.42503,1.28084
31.932,0.007209999999999999,0.40189,1.03646
18.291,0.00705,0.39921999999999996,0.94298
33.322,0.008110000000000001,0.52661,0.29136
7.851,0.0064800000000000005,0.46508000000000005,0.90218
36.554,0.00817,0.06963,1.5083600000000001
21.515,0.00573,0.22816,1.2822
13.571,0.00729,0.48971,0.48231999999999997
15.37,0.00989,0.53779,0.95926
36.532,0.00715,0.22185,1.26104
37.763,0.00711,0.3567,0.85142
27.573,0.01045,0.3697,1.0008
35.743,0.00656,0.25004000000000004,0.85578
7.894,0.00688,0.18032,0.8255
10.018,0.00933,0.4842,1.1033
21.274,0.007980000000000001,0.29342,1.02662
